Id,ParentId,UUID,SomeString,SomeUrl,SomeEmail,SomeLat,SomeLon,SomeInt,SomeReal,SomeDate,SomeBoolean,SomeCountry,MixedStringNumber
207,61,,,https://www.kaggle.com,foo@bar.com,-21.09397544,-63.87016135,7644,3325.27892,,false,DE,0.573173761
208,58,,,https://www.kaggle.com,foo@bar.com,,-80.23653018,809,5909.098948,,false,DE,34
209,,123e4567-e89b-12d3-a456-426655440000,,,foo@bar.com,-22.26377873,15.0537997,1948,688.1219967,,true,DE,35
210,84,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-39.21239536,69.7810645,2569,638.9194868,,false,DE,0.8371204239
211,,,abcdef,https://www.kaggle.com,test1@test.com,0.981153935,21.06586211,1488,,,true,DE,0.5493739135
212,,,abcdef,https://www.kaggle.com,test1@test.com,-40.99445042,-8.278432017,3029,,,true,DE,test-string
213,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,,-46.52395655,-126.4874574,4608,2741.028832,,false,DE,0.9004328073
214,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,-57.4417434,7.711065527,9452,3522.454053,,false,US,0.2778575228
215,,,abcdef,http://www.google.com,test1@test.com,17.21136191,60.65899896,2927,4485.992293,,true,US,
216,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,76.63178286,89.03607094,6567,7991.270721,,false,US,0.0241182224
217,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-52.69443124,75.33887145,6368,6507.300761,,true,US,test-string
218,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,,-42.54561809,7618,6505.949006,,true,US,
219,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,75.69719267,,5752,1455.796838,,true,US,test-string
220,,,abcdef,http://www.google.com,foo@bar.com,32.69031828,146.4306744,860,6862.409783,,false,US,31
221,53,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,6.408905569,76.39160211,9406,,,,US,test-string
222,,,,https://www.kaggle.com,,60.25566934,-88.76637173,,174.5492155,,false,US,36
223,,,abcdef,,foo@bar.com,47.9232357,-112.1619703,4580,6321.192172,,false,US,
224,89,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,87.50941506,-84.7395844,3751,8838.517219,,true,US,33
225,,,abcdef,http://www.google.com,,-30.9883218,-142.2184158,6944,9438.796869,,true,US,47
226,,123e4567-e89b-12d3-a456-426655440000,abcdef,,test1@test.com,-86.86781615,-161.6158576,9090,6638.876275,,false,US,13
227,32,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,48.67891793,96.04908869,6207,5763.058089,,true,US,42
228,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,88.86803875,-31.55041926,9264,,,false,US,
229,,,abcdef,https://www.kaggle.com,foo@bar.com,34.64431101,1.820815171,8026,7004.906502,,false,US,0.1049942287
230,78,,,https://www.kaggle.com,test1@test.com,-33.04775683,173.022202,6571,9601.562706,,false,US,
231,47,,abcdef,https://www.kaggle.com,test1@test.com,-23.93622354,167.2442387,5639,4137.286429,,false,US,46
232,31,123e4567-e89b-12d3-a456-426655440000,abcdef,,test1@test.com,43.22017262,,,8069.00015,,true,US,0.1130635534
233,24,123e4567-e89b-12d3-a456-426655440000,abcdef,,test1@test.com,33.39406666,78.17525453,3178,9132.816491,,false,US,
234,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,18.26481157,40.41076052,5960,1931.869185,,false,US,0.09589796274
235,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,51.72226603,156.0190272,2563,4213.901009,,false,US,0.5378497461
236,59,,abcdef,http://www.google.com,foo@bar.com,,-34.27348429,,,,true,US,42
237,75,,abcdef,http://www.google.com,foo@bar.com,16.0995106,16.9520985,8446,,,true,US,test-string
238,58,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,-5.263868016,-167.9001976,564,2485.972575,,false,US,
239,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,,42.81856088,135.1962916,3528,3490.617553,,false,US,1
240,,,,http://www.google.com,test1@test.com,43.76721416,101.3387553,,,,true,US,0.697306696
241,86,,,,test1@test.com,,157.7901748,,3490.982793,,false,US,test-string
242,,,abcdef,https://www.kaggle.com,foo@bar.com,89.65771686,168.9241179,4488,3132.634601,,true,US,3
243,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,53.86374228,-160.252942,7651,323.1857443,,true,US,26
244,33,123e4567-e89b-12d3-a456-426655440000,abcdef,,test1@test.com,4.432620056,-126.9239768,5667,8914.794616,,false,US,0.5981778877
245,21,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,71.16027723,-29.83550202,9809,8724.536263,,false,US,0.03147055039
246,19,,,https://www.kaggle.com,test1@test.com,1.257053474,-135.3860368,3533,5172.95683,,,US,37
247,77,,abcdef,https://www.kaggle.com,foo@bar.com,54.43354766,55.30389554,,4655.007175,,false,US,
248,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-64.68789239,24.59097454,3946,8147.62658,,false,US,14
249,,,abcdef,http://www.google.com,foo@bar.com,89.07690315,-159.631976,7303,3495.119941,,false,US,29
250,96,,,http://www.google.com,,68.66541853,18.97295887,1369,1236.959022,,true,US,0.6536054882
251,,,,https://www.kaggle.com,foo@bar.com,28.79384123,-109.8446944,450,8508.913616,,false,US,0.9623903923
252,69,,abcdef,http://www.google.com,foo@bar.com,-10.42254406,-133.753102,,8897.227864,,true,US,3
253,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,35.25392716,,4720,,,true,US,36
254,,,abcdef,https://www.kaggle.com,foo@bar.com,-56.90322847,11.53587242,3085,7024.248298,,true,US,0.4159512902
255,59,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,60.26297513,,2362,3965.857498,,true,US,0.8076481813
256,,,abcdef,https://www.kaggle.com,foo@bar.com,-1.201944277,-5.759266888,1612,5447.076096,,false,US,test-string
257,54,,abcdef,https://www.kaggle.com,foo@bar.com,,-165.202106,8224,,,true,US,32
258,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,62.3647028,167.6800821,6488,6570.613964,,false,US,5
259,30,,abcdef,https://www.kaggle.com,test1@test.com,-27.74873573,-167.3885247,213,7335.4274,,true,US,41
260,95,,abcdef,https://www.kaggle.com,test1@test.com,-69.66233106,65.59882009,,8358.493387,,false,US,0.4303203103
261,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-86.24604896,-12.61493153,1705,6123.840308,,true,US,
262,,,,http://www.google.com,,-56.72892977,133.3194481,8655,,,false,US,test-string
263,39,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,85.46865088,-33.48548463,4815,,,false,US,19
264,58,,,http://www.google.com,test1@test.com,41.7214061,-113.5923771,,3674.192061,,false,US,0.2620108915
265,93,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-7.594085626,145.3464697,2039,9390.745712,,false,US,0.7734600329
266,,123e4567-e89b-12d3-a456-426655440000,,,foo@bar.com,24.64438961,-110.1374636,5506,8903.413779,,false,US,39
267,70,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,-83.44643691,,7716,8517.066164,,false,US,0.8412750219
268,61,,,https://www.kaggle.com,test1@test.com,,-71.11062294,6934,4269.526128,,true,US,50
269,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,42.89386174,-167.4086908,9446,8415.756608,,true,US,50
270,19,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,55.02765659,41.63011794,7800,6174.970453,,true,US,
271,,,abcdef,https://www.kaggle.com,test1@test.com,48.00581621,-96.40826837,8937,430.8071393,,true,US,0.6349938853
272,33,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-67.57707154,-77.83349421,5054,5730.552988,,true,US,0.622275989
273,,,,,foo@bar.com,,-136.1707833,702,321.4897253,,false,US,43
274,86,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,30.21977552,,4320,8794.331641,,false,US,24
275,21,,,,test1@test.com,1.63261433,-24.95456041,2852,891.6855986,,true,US,39
276,53,,,https://www.kaggle.com,test1@test.com,13.2688463,-56.57968096,5914,4826.259801,,false,US,0.3878668883
277,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,2.983603559,13.87522657,328,6384.359535,,false,US,0.4386035305
278,81,,abcdef,http://www.google.com,test1@test.com,56.49844799,,8384,7411.839252,,true,US,0.4848570568
279,43,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,28.14547857,127.6872492,6535,9632.542718,,,US,31
280,70,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,,-45.12064762,171.0749446,4567,8802.220568,,,US,
281,,123e4567-e89b-12d3-a456-426655440000,abcdef,,foo@bar.com,23.82224539,108.2503923,,3267.748624,,false,US,
282,64,,abcdef,http://www.google.com,foo@bar.com,,-125.7702783,4429,,,true,US,7
283,,,,http://www.google.com,foo@bar.com,-57.4227281,142.5920139,8937,4219.091656,,false,US,0.660712787
284,,,,http://www.google.com,foo@bar.com,-5.821771553,79.34636477,1979,9996.124686,,false,US,40
285,49,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,71.08318864,121.503423,4932,3324.350799,,true,US,0.2941997069
286,,,abcdef,http://www.google.com,,-66.22969282,85.51591211,318,2357.402714,,false,US,48
287,90,,abcdef,https://www.kaggle.com,test1@test.com,-17.4922281,-119.8580969,3892,,,,US,
288,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,87.26167728,17.3406955,4056,651.2623108,,true,US,
289,,,abcdef,https://www.kaggle.com,foo@bar.com,15.78000834,-168.0490917,8368,4426.290681,,false,US,20
290,21,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-8.455679907,-104.4423071,5090,2324.989342,,false,US,0.4101531252
291,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,37.50000647,-101.543213,6265,3690.816994,,true,US,
292,57,,abcdef,http://www.google.com,,-23.84123535,144.2940188,4721,4180.593626,,false,US,0.9477578103
293,20,,,http://www.google.com,,-88.23566749,84.44175212,3519,2050.65957,,true,US,0.7539394665
294,,,,http://www.google.com,test1@test.com,-35.06178341,94.91166164,7418,7912.369483,,false,US,0.4036998916
295,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-41.33060652,-108.0007302,,2835.786305,,true,US,11
296,43,,,http://www.google.com,test1@test.com,-8.582716051,173.8660247,5698,8471.055971,,true,US,0.00776874176
297,,,,http://www.google.com,,80.23515703,-91.13796308,1645,,,true,US,0.8909433936
298,,,abcdef,https://www.kaggle.com,foo@bar.com,-79.8564916,143.4323037,9484,3685.712039,,false,US,0.05495463767
299,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-9.12912531,4.744265773,5999,2003.688686,,false,US,26
300,80,,,http://www.google.com,test1@test.com,-78.03391379,-44.00725137,4915,7643.434554,,true,US,2
301,42,,abcdef,http://www.google.com,foo@bar.com,,-173.6926684,2936,2829.849536,,false,US,0.9889149719
302,78,,abcdef,http://www.google.com,test1@test.com,-27.86870727,-156.4911983,3207,9263.670313,,true,US,44
303,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,,30.75365096,176.1421786,608,6008.206614,,,US,0.5702508504
304,30,,,http://www.google.com,,-20.04837127,23.27644553,,974.6625667,,false,US,test-string
305,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,66.22237698,,9293,3264.453032,,false,US,26
306,42,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,,-98.67254411,3757,4192.499529,,false,US,0.0001547001471
307,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-76.27589489,-56.66136295,5929,4561.37514,,false,US,5
308,,,,https://www.kaggle.com,foo@bar.com,56.35696852,-88.57338823,4519,3871.207406,,false,US,16
309,,,,http://www.google.com,test1@test.com,53.66985458,131.8011667,2049,2253.34612,,true,US,46
310,55,,abcdef,https://www.kaggle.com,test1@test.com,-65.85013187,95.39454417,8399,9188.494043,,false,US,0.3882954784
311,52,123e4567-e89b-12d3-a456-426655440000,abcdef,,test1@test.com,-10.71678136,-32.43054644,3012,5961.110382,,true,US,
312,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,68.70134192,-32.49942064,,,,false,US,7
313,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-45.4516527,-156.4295248,5210,9822.67789,,true,US,0.3972573902
314,94,,abcdef,https://www.kaggle.com,foo@bar.com,-68.08713976,112.6941772,7,1193.316701,,true,US,33
315,75,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,,3.421768601,8482,2070.944414,,false,US,0.2599072656
316,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,7.83543632,155.869807,3184,,,true,US,0.1940421419
317,21,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-89.8518238,-82.43308105,1478,3528.35984,,,US,29
318,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-24.00298551,-148.2619101,3896,5004.360667,,true,US,0.6430381583
319,38,,,http://www.google.com,test1@test.com,53.73904864,66.37220137,2081,1146.415731,,false,US,0.549500264
320,,,,,foo@bar.com,55.40717904,-114.6730418,5994,1417.329253,,true,US,17
321,,,,https://www.kaggle.com,test1@test.com,,,9485,4074.583547,,false,US,0.1073084149
322,50,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,45.89870815,-145.6330706,2936,7656.100852,,false,US,14
323,93,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-58.04931147,-165.3484279,9488,3849.542971,,false,VU,0.4607964767
324,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-18.33297597,-8.808502775,1670,1147.958424,,false,VU,0.1443436835
325,42,,,https://www.kaggle.com,foo@bar.com,-57.80082872,-71.69037093,5244,,,false,VU,20
326,,,abcdef,http://www.google.com,foo@bar.com,-81.67667745,136.9748579,,6519.852262,,false,VU,1
327,25,,,http://www.google.com,foo@bar.com,-42.03937909,-64.10443724,9303,3292.675293,,false,VU,49
328,1,,,http://www.google.com,test1@test.com,-46.23679195,93.97180087,6331,3196.815315,,false,VU,26
329,,,abcdef,http://www.google.com,foo@bar.com,-11.88522903,-11.84165813,3391,4323.123042,,true,RU,0.7023355394
330,74,,,https://www.kaggle.com,foo@bar.com,,111.0101751,5100,,,false,,41
331,14,,abcdef,https://www.kaggle.com,foo@bar.com,-43.82522846,161.1518515,8353,2168.64535,,false,,
332,,,,http://www.google.com,test1@test.com,-80.25675654,-71.69422111,8312,9049.274374,,true,,9
333,,,,https://www.kaggle.com,foo@bar.com,71.07902666,-48.30444691,,5271.692632,,false,,48
334,,,abcdef,http://www.google.com,,-23.83572476,146.34281,9083,7832.642649,,true,,0.08757780568
335,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-72.39809038,-62.09267182,6798,9521.783199,,false,,26
336,29,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,,17.39268507,-66.74468434,2890,1538.811552,,false,,0.5651170448
337,13,,,http://www.google.com,test1@test.com,-84.64914842,153.0534037,9854,1581.810809,,true,,18
338,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,,179.5695798,7123,9157.899984,,false,RU,0.6612321145
339,13,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,16.39342847,-93.3303304,7148,2554.400365,,false,RU,4
340,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-79.17365231,,461,3872.621806,,true,RU,12
341,43,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,62.79569538,-17.40992374,8548,8828.983423,,true,RU,0.9526321459
342,,,abcdef,https://www.kaggle.com,test1@test.com,9.814585481,87.30955629,7269,1405.836299,,true,RU,0.4103005624
343,55,,abcdef,http://www.google.com,test1@test.com,-57.89286154,-15.55759812,,,,true,RU,
344,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,83.80451842,-4.121984783,7328,5748.949035,,false,RU,0.4222525709
345,77,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,52.38750317,46.25587919,,5898.729658,,,RU,0.03130683127
346,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,30.03259911,94.50145463,8663,1145.319022,,true,RU,0.3151494102
347,,,abcdef,https://www.kaggle.com,foo@bar.com,,125.8267614,6010,5680.831019,,true,RU,46
348,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-64.9665905,7.367819064,,8637.989923,,true,RU,25
349,7,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,47.89026545,96.98935996,,9916.838884,,true,RU,test-string
350,,,,https://www.kaggle.com,foo@bar.com,4.51411108,76.21631382,1223,6173.412327,,true,RU,
351,,,abcdef,http://www.google.com,foo@bar.com,63.91271344,127.2357561,8385,3959.897995,,true,RU,
352,,,,http://www.google.com,test1@test.com,56.79963733,60.84739896,1954,9683.20262,,true,RU,0.1200277105
353,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,36.61382497,46.94254652,2499,,,,RU,36
354,26,,,,test1@test.com,-55.82685581,22.54570904,389,3046.429063,,false,RU,
355,25,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-31.97783464,-2.134247175,9296,8450.315552,,false,RU,0.7951114592
356,,,,https://www.kaggle.com,foo@bar.com,-74.76551025,-150.944697,49,,,true,RU,0.01360961994
357,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,50.72378855,-174.4682924,6980,8890.112373,,false,RU,0.7130507791
358,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-14.83128724,155.6219708,3509,4078.088374,,true,RU,17
359,95,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-21.40673782,5.390067857,,308.5510478,,false,RU,
360,,,,http://www.google.com,test1@test.com,-50.06813298,58.12618786,8311,7836.973241,,true,RU,0.2757722274
361,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,,12.13602513,-123.4552953,5238,8476.351368,,true,RU,20
362,92,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-13.12896384,-75.4984235,3566,8977.311894,,true,RU,1
363,,,abcdef,http://www.google.com,test1@test.com,-57.45772839,-76.08757914,3518,6869.703855,,false,RU,0.7767901081
364,72,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,41.34329643,-130.5431981,7966,6689.585876,,true,RU,test-string
365,,,abcdef,https://www.kaggle.com,foo@bar.com,40.21627701,-18.79991632,9022,6647.837872,,,RU,
366,,,abcdef,http://www.google.com,test1@test.com,27.92333329,150.0207252,6849,9119.683075,,true,RU,30
367,13,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-40.12213506,-39.88285232,5495,8968.519818,,false,RU,28
368,,,,https://www.kaggle.com,test1@test.com,18.61473922,-177.2760414,4657,3189.818227,,true,RU,0.295938039
369,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,-32.39801917,,4049,8497.029828,,,RU,43
370,6,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,25.4902722,-137.5944796,2716,9465.3905,,true,RU,
371,5,,abcdef,http://www.google.com,test1@test.com,34.92469367,-88.34753312,6763,2335.775491,,false,RU,2
372,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,54.7694718,-143.1614788,9538,7848.492195,,true,RU,
373,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,-56.59978108,,7814,9203.733519,,,RU,
374,85,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,,-22.96459039,166.1308469,7478,1941.461363,,false,RU,0.0990856369
375,,,abcdef,http://www.google.com,test1@test.com,20.6846029,47.64324602,9115,7398.688163,,true,RU,
376,14,,,https://www.kaggle.com,test1@test.com,4.826823483,-61.20387096,9419,2249.325507,,true,RU,0.245767421
377,,,abcdef,http://www.google.com,foo@bar.com,27.26761419,,9583,4657.000775,,true,RU,24
378,,,abcdef,http://www.google.com,,,-76.17638584,2475,6122.693248,,false,RU,test-string
379,49,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,27.0592221,-41.17428113,6770,318.9789307,,true,RU,22
380,16,123e4567-e89b-12d3-a456-426655440000,,,test1@test.com,,-62.97080853,8456,3878.41988,,true,RU,0.9760141815
381,39,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,-33.32146674,145.0033621,886,909.2939803,,false,RU,0.4812228146
382,80,,abcdef,https://www.kaggle.com,test1@test.com,-63.43690614,21.19174391,4908,,,true,RU,22
383,26,,,https://www.kaggle.com,foo@bar.com,-18.20676887,-167.8914989,9293,6509.376335,,false,RU,44
384,,,,http://www.google.com,foo@bar.com,33.49284859,-75.81149403,8209,8276.923733,,true,RU,0.2368503315
385,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,-1.807737816,90.21597982,751,9291.713662,,false,RU,22
386,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-52.92726798,-158.7043936,8364,6916.092054,,true,RU,0.976441241
387,65,123e4567-e89b-12d3-a456-426655440000,,,foo@bar.com,89.56529292,-79.25864868,4780,6906.332384,,false,RU,6
388,46,,abcdef,https://www.kaggle.com,foo@bar.com,-25.38696913,98.9749243,7636,126.0629628,,true,RU,10
389,,,,https://www.kaggle.com,foo@bar.com,-30.797177,57.81059429,9914,5438.147486,,true,RU,0.5149333812
390,,123e4567-e89b-12d3-a456-426655440000,,,foo@bar.com,15.23017806,72.15763532,7876,6934.72201,,true,RU,0.4556333373
391,,,abcdef,https://www.kaggle.com,foo@bar.com,54.02402637,-173.623476,8352,3420.343536,,true,RU,0.4457041549
392,,,,http://www.google.com,foo@bar.com,-74.61499172,,,7483.080648,,true,RU,0.8978082705
393,26,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,4.795129794,-54.30488085,610,8121.582053,,false,RU,49
394,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-41.17795154,106.6498226,8249,5130.525018,,true,RU,39
395,36,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-50.19333243,8.961692156,9831,8248.600495,,true,RU,0.04259594816
396,42,,abcdef,http://www.google.com,test1@test.com,-60.08443667,-62.826011,,2247.689448,,true,RU,5
397,28,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,75.11920912,-166.5963238,2302,4370.448533,,true,RU,26
398,73,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-64.28948539,143.2837672,4089,4678.024906,,true,RU,31
399,10,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-12.77252945,25.81261011,4332,401.8832543,,true,RU,0.07188318749
400,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-43.29615441,122.5564222,3146,7812.875396,,false,RU,test-string
401,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-84.33194752,142.2958291,9989,9347.986688,,true,RU,21
402,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-28.15900093,,7968,2731.326509,,true,RU,
403,65,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-10.22611864,-100.7806228,1964,2292.221023,,true,RU,0.4418710612
404,,,,https://www.kaggle.com,test1@test.com,38.10661823,79.25340203,,3654.532791,,true,RU,
405,,,abcdef,http://www.google.com,foo@bar.com,,67.31008104,9240,6573.839839,,false,RU,test-string
406,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-76.91970023,-46.92803397,,5672.080487,,,RU,38
407,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,-62.75119208,-71.72738267,9429,7032.83144,,false,RU,37
408,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-58.13952689,59.20597436,543,2400.244318,,true,RU,9
409,,,,https://www.kaggle.com,test1@test.com,-21.21996666,-156.7639613,3993,9677.239972,,true,RU,5
410,,,abcdef,http://www.google.com,foo@bar.com,,-145.3974234,8860,3196.646945,,true,RU,0.1200967905
411,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,,-42.82676201,-145.1814253,1222,128.0386623,,false,RU,41
412,,,abcdef,https://www.kaggle.com,test1@test.com,-46.99041568,109.4234937,,9706.50385,,true,RU,0.9778965242
413,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-35.96984164,164.4913256,7585,,,true,RU,12
414,,,abcdef,http://www.google.com,test1@test.com,58.75023152,67.48825581,3109,6884.21288,,false,RU,4
415,60,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,79.25674141,169.456587,9955,7648.648014,,true,RU,
416,65,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,18.1179949,-59.96865335,2294,4681.328448,,true,RU,6
417,,,abcdef,https://www.kaggle.com,foo@bar.com,-79.46018096,-28.32305657,8603,650.1979705,,true,RU,0.9656823957
418,34,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,57.6052835,170.5900727,8305,8169.660113,,false,RU,0.7639083288
419,35,,abcdef,https://www.kaggle.com,foo@bar.com,-44.6658374,85.57477898,5977,496.0656739,,true,RU,
420,,,,http://www.google.com,test1@test.com,-68.82009656,134.9441246,7993,8851.937317,,false,RU,34
421,64,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,,,2043,,,true,RU,15
422,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,,86.46588753,9312,2610.629418,,false,RU,
423,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-56.27453768,,,116.8032998,,false,RU,44
424,,,,https://www.kaggle.com,foo@bar.com,-9.88741909,-152.7440579,3012,5032.905693,,false,RU,14
425,85,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,47.73673004,52.2732579,6897,2537.172823,,false,RU,test-string
426,96,,abcdef,http://www.google.com,test1@test.com,71.74849613,-69.85700836,5794,8035.509317,,true,RU,
427,33,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,28.67493145,,2156,9346.285946,,true,RU,17
